trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
467,False,"{'a': 0.5587867013992531, 'e': 0.9133334322134603}",20,0,-86.21703702167562,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
468,False,"{'a': 0.5586116948329234, 'e': 0.9129665710892233}",20,0,-116.79853725815552,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
469,False,"{'a': 0.5584363307551279, 'e': 0.9125989704621137}",30,0,-175.4678262510843,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 3}",1
470,False,"{'a': 0.5582606092780998, 'e': 0.9122306306298879}",25,0,-165.14257300413115,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 3}",0
471,False,"{'a': 0.5580845305143008, 'e': 0.911861551890901}",25,16,-20.93234488804509,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
472,False,"{'a': 0.5579080945764214, 'e': 0.9114917345441071}",25,0,-141.50404937910014,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
473,False,"{'a': 0.5577313015773805, 'e': 0.911121178889058}",30,0,-48.78761928105449,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
474,False,"{'a': 0.5575541516303256, 'e': 0.9107498852259038}",30,0,-108.29011217894232,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
475,False,"{'a': 0.5573766448486327, 'e': 0.9103778538553924}",20,0,-105.29344035492797,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
476,False,"{'a': 0.5571987813459062, 'e': 0.9100050850788691}",30,0,-149.54378510990546,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
477,False,"{'a': 0.5570205612359784, 'e': 0.9096315791982768}",20,14,3.1394318903801635,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5568419846329107, 'e': 0.9092573365161549}",20,0,-43.51248707891741,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
479,False,"{'a': 0.5566630516509917, 'e': 0.9088823573356402}",20,0,-94.55833168490533,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
480,False,"{'a': 0.5564837624047387, 'e': 0.9085066419604657}",30,0,-80.97384276223539,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
481,False,"{'a': 0.5563041170088967, 'e': 0.9081301906949609}",25,8,-55.11149213289048,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
482,False,"{'a': 0.5561241155784389, 'e': 0.9077530038440513}",30,0,-113.23934833133171,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
483,False,"{'a': 0.555943758228566, 'e': 0.9073750817132583}",20,2,-81.70752417728691,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 1}",1
484,False,"{'a': 0.5557630450747069, 'e': 0.9069964246086987}",20,0,-148.90409522534617,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
485,False,"{'a': 0.5555819762325179, 'e': 0.9066170328370847}",20,0,-68.16734833339048,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
486,False,"{'a': 0.5554005518178831, 'e': 0.9062369067057237}",30,13,-90.8752344081207,"{0: 9, 1: 1, 2: 4, 3: 3, 4: 0}",1
487,False,"{'a': 0.555218771946914, 'e': 0.9058560465225178}",20,0,-9.408848826085404,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
488,False,"{'a': 0.5550366367359498, 'e': 0.9054744525959637}",20,0,-47.20523161805405,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
489,False,"{'a': 0.5548541463015572, 'e': 0.9050921252351526}",25,0,-136.01386279484342,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
490,False,"{'a': 0.5546713007605298, 'e': 0.9047090647497695}",25,0,-187.47686912118718,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
491,False,"{'a': 0.5544881002298888, 'e': 0.9043252714500934}",30,10,-109.66214787126798,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",1
492,False,"{'a': 0.5543045448268826, 'e': 0.9039407456469969}",20,0,-114.69421534836087,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
493,False,"{'a': 0.5541206346689866, 'e': 0.9035554876519458}",30,13,-72.68155229408167,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
494,False,"{'a': 0.5539363698739035, 'e': 0.9031694977769992}",30,10,-96.15842265317744,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",1
495,False,"{'a': 0.5537517505595625, 'e': 0.9027827763348087}",25,0,-112.590516856086,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
496,False,"{'a': 0.5535667768441199, 'e': 0.9023953236386187}",25,0,-171.73047035079384,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
497,False,"{'a': 0.5533814488459592, 'e': 0.902007140002266}",20,0,-210.13234694244477,"{0: 7, 1: 4, 2: 4, 3: 2, 4: 3}",0
498,False,"{'a': 0.5531957666836901, 'e': 0.9016182257401791}",20,0,-133.11520816366485,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
499,False,"{'a': 0.5530097304761491, 'e': 0.9012285811673788}",20,0,-116.00954860788907,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
500,False,"{'a': 0.5528233403423995, 'e': 0.9008382065994769}",25,0,-74.62310997298621,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
501,False,"{'a': 0.552636596401731, 'e': 0.9004471023526769}",20,0,-76.81174984870736,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
502,False,"{'a': 0.5524494987736597, 'e': 0.9000552687437733}",25,0,-134.1790497868902,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
503,False,"{'a': 0.552262047577928, 'e': 0.8996627060901512}",20,0,-67.8716765245684,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
504,False,"{'a': 0.5520742429345047, 'e': 0.8992694147097864}",20,0,-64.68657129103913,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
505,False,"{'a': 0.5518860849635847, 'e': 0.8988753949212447}",30,0,-121.77375121208227,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 2}",0
506,False,"{'a': 0.5516975737855893, 'e': 0.8984806470436824}",25,3,-143.06342626657838,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 2}",1
507,False,"{'a': 0.5515087095211654, 'e': 0.8980851713968451}",25,0,-145.24892776244377,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
508,False,"{'a': 0.5513194922911863, 'e': 0.897688968301068}",20,0,-75.41440051444935,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
509,False,"{'a': 0.5511299222167508, 'e': 0.8972920380772758}",25,0,-206.37551189559946,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 4}",0
510,False,"{'a': 0.550939999419184, 'e': 0.8968943810469817}",30,13,-75.35045033244049,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 1}",1
511,False,"{'a': 0.5507497240200364, 'e': 0.896495997532288}",20,0,-128.24212979916967,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
512,False,"{'a': 0.5505590961410842, 'e': 0.8960968878558854}",20,14,-1.9919476429108176,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.5503681159043293, 'e': 0.8956970523410525}",20,0,-125.2726326297497,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
514,False,"{'a': 0.5501767834319989, 'e': 0.8952964913116562}",20,0,-19.584396840696602,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
515,False,"{'a': 0.549985098846546, 'e': 0.8948952050921509}",20,0,-112.04794066536368,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
516,False,"{'a': 0.5497930622706486, 'e': 0.8944931940075785}",30,0,-253.27011373634593,"{0: 17, 1: 2, 2: 4, 3: 3, 4: 4}",0
517,False,"{'a': 0.5496006738272101, 'e': 0.8940904583835678}",25,0,-124.4214003558861,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 3}",0
518,False,"{'a': 0.5494079336393591, 'e': 0.8936869985463347}",20,12,-37.652338957713,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
519,False,"{'a': 0.5492148418304493, 'e': 0.8932828148226816}",25,0,-128.57617371815425,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
520,False,"{'a': 0.5490213985240595, 'e': 0.8928779075399973}",25,3,-47.36471787436946,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 0}",1
521,False,"{'a': 0.5488276038439933, 'e': 0.8924722770262569}",30,0,-250.14587717487524,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 5}",0
522,False,"{'a': 0.5486334579142795, 'e': 0.8920659236100207}",20,0,-46.02402964962349,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
523,False,"{'a': 0.5484389608591713, 'e': 0.8916588476204352}",25,0,-103.74644634583056,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
524,False,"{'a': 0.5482441128031469, 'e': 0.8912510493872319}",20,0,-115.9658049697223,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
525,False,"{'a': 0.548048913870909, 'e': 0.8908425292407274}",20,0,-108.33086145676027,"{0: 14, 1: 2, 2: 0, 3: 2, 4: 2}",0
526,False,"{'a': 0.547853364187385, 'e': 0.8904332875118228}",30,0,-211.44681793369872,"{0: 17, 1: 3, 2: 5, 3: 2, 4: 3}",0
527,False,"{'a': 0.5476574638777265, 'e': 0.8900233245320041}",25,0,-143.78475130270326,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
528,False,"{'a': 0.5474612130673099, 'e': 0.8896126406333411}",30,0,-176.1510181800622,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
529,False,"{'a': 0.5472646118817356, 'e': 0.8892012361484878}",20,13,-95.00891830615376,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 2}",1
530,False,"{'a': 0.5470676604468283, 'e': 0.888789111410682}",20,0,-71.8898164070324,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
531,False,"{'a': 0.546870358888637, 'e': 0.8883762667537444}",20,0,-71.02446994587683,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
532,False,"{'a': 0.5466727073334348, 'e': 0.8879627025120793}",30,0,-94.1754232395575,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
533,False,"{'a': 0.5464747059077184, 'e': 0.8875484190206738}",25,0,-98.42307080445839,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
534,False,"{'a': 0.546276354738209, 'e': 0.8871334166150974}",30,0,-152.52945574438476,"{0: 19, 1: 0, 2: 9, 3: 0, 4: 2}",0
535,False,"{'a': 0.5460776539518513, 'e': 0.886717695631502}",20,0,-71.38804597455012,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
536,False,"{'a': 0.5458786036758134, 'e': 0.8863012564066217}",20,0,-68.2768181857486,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
537,False,"{'a': 0.545679204037488, 'e': 0.8858840992777721}",25,13,-43.40780698028637,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 0}",1
538,False,"{'a': 0.5454794551644907, 'e': 0.8854662245828505}",20,0,-98.12496136366804,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
539,False,"{'a': 0.5452793571846606, 'e': 0.8850476326603356}",20,0,-165.8422416860338,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
540,False,"{'a': 0.5450789102260606, 'e': 0.8846283238492865}",30,0,-77.99338070456994,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
541,False,"{'a': 0.5448781144169765, 'e': 0.8842082984893433}",20,0,-146.76831577828779,"{0: 10, 1: 5, 2: 1, 3: 2, 4: 2}",0
542,False,"{'a': 0.5446769698859178, 'e': 0.8837875569207269}",20,0,-89.37524860393513,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
543,False,"{'a': 0.5444754767616171, 'e': 0.8833660994842375}",25,0,-219.64589479434207,"{0: 15, 1: 0, 2: 4, 3: 2, 4: 4}",0
544,False,"{'a': 0.5442736351730298, 'e': 0.882943926521256}",20,0,-47.787903569445376,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
545,False,"{'a': 0.5440714452493346, 'e': 0.8825210383737422}",35,3,-68.34029986887666,"{0: 22, 1: 4, 2: 4, 3: 2, 4: 0}",1
546,False,"{'a': 0.543868907119933, 'e': 0.8820974353842356}",25,0,-67.8707175886377,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
547,False,"{'a': 0.5436660209144494, 'e': 0.8816731178958546}",25,0,-207.66348656361728,"{0: 16, 1: 0, 2: 3, 3: 2, 4: 4}",0
548,False,"{'a': 0.543462786762731, 'e': 0.8812480862522962}",35,0,-61.659778805813005,"{0: 26, 1: 3, 2: 4, 3: 2, 4: 0}",0
549,False,"{'a': 0.5432592047948475, 'e': 0.8808223407978362}",30,0,-51.377535806956736,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 0}",0
550,False,"{'a': 0.5430552751410915, 'e': 0.8803958818773283}",25,0,-111.74245589783919,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
551,False,"{'a': 0.542850997931978, 'e': 0.8799687098362042}",20,0,-133.58209302635464,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
552,False,"{'a': 0.5426463732982444, 'e': 0.8795408250204733}",20,5,-16.589343703608456,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
553,False,"{'a': 0.5424414013708503, 'e': 0.8791122277767222}",20,0,-87.9869218032277,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
554,False,"{'a': 0.542236082280978, 'e': 0.8786829184521147}",20,0,-31.622938566064054,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
555,False,"{'a': 0.5420304161600313, 'e': 0.8782528973943912}",25,0,-84.09416215635966,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
556,False,"{'a': 0.541824403139637, 'e': 0.8778221649518688}",25,0,-114.72124491696879,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
557,False,"{'a': 0.5416180433516431, 'e': 0.8773907214734409}",35,0,-220.415765878099,"{0: 20, 1: 3, 2: 7, 3: 2, 4: 3}",0
558,False,"{'a': 0.5414113369281199, 'e': 0.8769585673085766}",20,0,-22.116800751282216,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
559,False,"{'a': 0.5412042840013596, 'e': 0.8765257028073206}",20,0,-107.58449500759434,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
560,False,"{'a': 0.540996884703876, 'e': 0.8760921283202933}",30,10,-64.31479151766375,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
561,False,"{'a': 0.5407891391684047, 'e': 0.87565784419869}",35,0,-183.83067038999297,"{0: 24, 1: 1, 2: 4, 3: 4, 4: 2}",0
562,False,"{'a': 0.5405810475279026, 'e': 0.8752228507942807}",20,0,-53.85469082156334,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
563,False,"{'a': 0.5403726099155487, 'e': 0.8747871484594102}",35,19,-63.650090832497035,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
564,False,"{'a': 0.5401638264647429, 'e': 0.8743507375469972}",25,0,-119.44743929286707,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
565,False,"{'a': 0.5399546973091065, 'e': 0.8739136184105347}",25,0,-54.99807054690697,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
566,False,"{'a': 0.5397452225824824, 'e': 0.8734757914040889}",25,0,-78.46487616988428,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
567,False,"{'a': 0.5395354024189342, 'e': 0.8730372568822999}",20,0,-62.55127430593028,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
568,False,"{'a': 0.5393252369527468, 'e': 0.8725980152003806}",25,0,-151.57682485966893,"{0: 16, 1: 2, 2: 2, 3: 3, 4: 2}",0
569,False,"{'a': 0.5391147263184263, 'e': 0.8721580667141168}",20,0,-36.65730937029567,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
570,False,"{'a': 0.5389038706506992, 'e': 0.8717174117798664}",20,0,-139.2431490043274,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
571,False,"{'a': 0.5386926700845134, 'e': 0.8712760507545603}",25,0,-137.4903578171989,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
572,False,"{'a': 0.5384811247550371, 'e': 0.8708339839957007}",30,0,-93.0962362873835,"{0: 20, 1: 6, 2: 1, 3: 2, 4: 1}",0
573,False,"{'a': 0.5382692347976593, 'e': 0.8703912118613616}",25,3,-101.75265493901975,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 2}",1
574,False,"{'a': 0.5380570003479896, 'e': 0.8699477347101885}",20,0,-42.88270886691962,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
575,False,"{'a': 0.5378444215418581, 'e': 0.8695035529013979}",20,0,-143.36620199026214,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",0
576,False,"{'a': 0.5376314985153151, 'e': 0.869058666794777}",20,0,-2.0069020940529207,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
577,False,"{'a': 0.5374182314046314, 'e': 0.8686130767506834}",20,0,-68.51102430554862,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
578,False,"{'a': 0.537204620346298, 'e': 0.8681667831300452}",25,0,-61.471251471465195,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
579,False,"{'a': 0.5369906654770259, 'e': 0.8677197862943601}",25,0,-146.55228465900785,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
580,False,"{'a': 0.5367763669337463, 'e': 0.8672720866056957}",25,12,-75.89463112914889,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
581,False,"{'a': 0.5365617248536101, 'e': 0.8668236844266883}",25,0,-139.12684607874178,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
582,False,"{'a': 0.5363467393739884, 'e': 0.866374580120544}",30,0,-240.85794686417205,"{0: 12, 1: 3, 2: 12, 3: 0, 4: 3}",0
583,False,"{'a': 0.5361314106324716, 'e': 0.8659247740510373}",20,0,-86.5661687976601,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
584,False,"{'a': 0.5359157387668705, 'e': 0.8654742665825109}",20,0,-127.10483601117687,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
585,False,"{'a': 0.5356997239152148, 'e': 0.8650230580798759}",25,0,-67.95259803955135,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
586,False,"{'a': 0.535483366215754, 'e': 0.8645711489086111}",30,0,-81.90604341614328,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
587,False,"{'a': 0.5352666658069573, 'e': 0.8641185394347629}",30,0,-155.87937831447292,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
588,False,"{'a': 0.5350496228275126, 'e': 0.8636652300249451}",20,0,-101.39315293469738,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
589,False,"{'a': 0.5348322374163276, 'e': 0.8632112210463382}",20,6,-129.00530006152167,"{0: 4, 1: 3, 2: 4, 3: 2, 4: 1}",1
590,False,"{'a': 0.5346145097125289, 'e': 0.8627565128666894}",25,0,-181.73844906221268,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
591,False,"{'a': 0.5343964398554621, 'e': 0.8623011058543124}",25,0,-163.91583961023065,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
592,False,"{'a': 0.5341780279846923, 'e': 0.8618450003780868}",25,0,-141.95507408196994,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
593,False,"{'a': 0.5339592742400027, 'e': 0.861388196807458}",20,0,-139.5421638776839,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
594,False,"{'a': 0.5337401787613958, 'e': 0.8609306955124368}",25,0,-100.23213603260082,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
595,False,"{'a': 0.5335207416890927, 'e': 0.8604724968635995}",20,0,-98.01140900123845,"{0: 12, 1: 4, 2: 1, 3: 2, 4: 1}",0
596,False,"{'a': 0.5333009631635331, 'e': 0.8600136012320866}",20,0,-126.3572288128891,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
597,False,"{'a': 0.5330808433253753, 'e': 0.8595540089896039}",25,3,-79.900137297865,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 1}",1
598,False,"{'a': 0.532860382315496, 'e': 0.8590937205084207}",30,0,-164.36250700843536,"{0: 20, 1: 3, 2: 2, 3: 2, 4: 3}",0
599,False,"{'a': 0.5326395802749901, 'e': 0.8586327361613709}",25,0,-175.04728220014644,"{0: 16, 1: 4, 2: 1, 3: 0, 4: 4}",0
600,False,"{'a': 0.5324184373451712, 'e': 0.8581710563218519}",20,0,-7.793172112226786,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
601,False,"{'a': 0.5321969536675705, 'e': 0.8577086813638242}",25,0,-135.88782781382275,"{0: 11, 1: 6, 2: 6, 3: 1, 4: 1}",0
602,False,"{'a': 0.5319751293839377, 'e': 0.8572456116618115}",20,0,-80.71784884901774,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
603,False,"{'a': 0.53175296463624, 'e': 0.8567818475909}",25,0,-232.2283808029967,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 5}",0
604,False,"{'a': 0.5315304595666632, 'e': 0.856317389526739}",20,0,-150.097624553404,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
605,False,"{'a': 0.5313076143176105, 'e': 0.8558522378455392}",30,0,-103.07292727117587,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 3}",0
606,False,"{'a': 0.5310844290317027, 'e': 0.8553863929240736}",20,0,-56.6905980970127,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
607,False,"{'a': 0.5308609038517785, 'e': 0.8549198551396764}",20,0,-122.28400454689225,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
608,False,"{'a': 0.5306370389208939, 'e': 0.8544526248702434}",30,0,-119.3935163667061,"{0: 15, 1: 6, 2: 7, 3: 2, 4: 0}",1
609,False,"{'a': 0.5304128343823225, 'e': 0.8539847024942309}",30,0,-87.05500181207304,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
610,False,"{'a': 0.5301882903795553, 'e': 0.8535160883906561}",20,0,-55.844574975681574,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
611,False,"{'a': 0.5299634070563002, 'e': 0.8530467829390964}",20,0,-76.65265367971932,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
612,False,"{'a': 0.5297381845564828, 'e': 0.8525767865196892}",30,0,-83.34856450205449,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
613,False,"{'a': 0.5295126230242453, 'e': 0.8521060995131313}",20,0,-54.10934324382126,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
614,False,"{'a': 0.5292867226039472, 'e': 0.8516347223006796}",20,8,-26.1731824840874,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
615,False,"{'a': 0.5290604834401647, 'e': 0.8511626552641494}",20,0,-46.5355139601038,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
616,False,"{'a': 0.5288339056776907, 'e': 0.8506898987859148}",30,0,-120.54016440287285,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
617,False,"{'a': 0.5286069894615353, 'e': 0.8502164532489088}",25,0,-79.27217325882158,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
618,False,"{'a': 0.5283797349369246, 'e': 0.8497423190366222}",20,13,-42.054758003757605,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
619,False,"{'a': 0.5281521422493016, 'e': 0.8492674965331036}",25,0,-146.2253253420175,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
620,False,"{'a': 0.5279242115443256, 'e': 0.8487919861229593}",30,0,-97.35610302573149,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
621,False,"{'a': 0.5276959429678721, 'e': 0.8483157881913527}",20,0,-199.93526732320885,"{0: 11, 1: 0, 2: 3, 3: 3, 4: 3}",0
622,False,"{'a': 0.5274673366660333, 'e': 0.8478389031240039}",25,0,-215.3844446951417,"{0: 12, 1: 6, 2: 2, 3: 1, 4: 4}",0
623,False,"{'a': 0.527238392785117, 'e': 0.8473613313071899}",25,13,-1.4807581690926999,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
624,False,"{'a': 0.5270091114716472, 'e': 0.8468830731277439}",20,0,-63.76064199975473,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
625,False,"{'a': 0.5267794928723641, 'e': 0.8464041289730551}",30,0,-160.39042504178957,"{0: 18, 1: 5, 2: 4, 3: 0, 4: 3}",0
626,False,"{'a': 0.5265495371342236, 'e': 0.8459244992310679}",30,0,-74.46509635566139,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
627,False,"{'a': 0.5263192444043973, 'e': 0.8454441842902828}",20,0,-70.47059091502578,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
628,False,"{'a': 0.5260886148302725, 'e': 0.8449631845397545}",25,0,-117.14039989787926,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
629,False,"{'a': 0.5258576485594522, 'e': 0.844481500369093}",20,0,-137.48252680570394,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
630,False,"{'a': 0.5256263457397548, 'e': 0.8439991321684623}",25,0,-116.99545492643007,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
631,False,"{'a': 0.5253947065192139, 'e': 0.8435160803285807}",25,0,-69.9977669623245,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
632,False,"{'a': 0.525162731046079, 'e': 0.8430323452407202}",25,0,-97.87207039449653,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
633,False,"{'a': 0.524930419468814, 'e': 0.8425479272967061}",30,0,-169.53370082813856,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
634,False,"{'a': 0.5246977719360985, 'e': 0.842062826888917}",25,0,-85.36114817335958,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
635,False,"{'a': 0.5244647885968269, 'e': 0.8415770444102841}",20,0,-64.70195631405733,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
636,False,"{'a': 0.5242314696001084, 'e': 0.8410905802542913}",20,0,-17.900723358567397,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
637,False,"{'a': 0.5239978150952673, 'e': 0.8406034348149745}",20,0,-48.083409923452635,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
638,False,"{'a': 0.5237638252318425, 'e': 0.8401156084869214}",30,0,-103.29364443107005,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
