trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
639,False,"{'a': 0.5235295001595873, 'e': 0.8396271016652714}",25,0,-22.857368035863487,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
640,False,"{'a': 0.52329484002847, 'e': 0.839137914745715}",20,0,-53.307610295956586,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
641,False,"{'a': 0.5230598449886729, 'e': 0.8386480481244935}",20,0,-90.07452460353011,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
642,False,"{'a': 0.5228245151905928, 'e': 0.8381575021983988}",30,16,-22.11129719977572,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
643,False,"{'a': 0.5225888507848409, 'e': 0.8376662773647732}",20,0,-72.73728347858432,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
644,False,"{'a': 0.5223528519222423, 'e': 0.8371743740215086}",20,0,-70.69897187175971,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
645,False,"{'a': 0.5221165187538362, 'e': 0.836681792567047}",30,0,-99.82976898631581,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
646,False,"{'a': 0.5218798514308761, 'e': 0.8361885334003791}",20,0,-109.70052140462977,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
647,False,"{'a': 0.5216428501048288, 'e': 0.8356945969210449}",20,2,-22.84451516606807,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
648,False,"{'a': 0.5214055149273753, 'e': 0.8351999835291328}",30,0,-50.416005121102074,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
649,False,"{'a': 0.52116784605041, 'e': 0.8347046936252799}",20,0,-80.79083006522119,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
650,False,"{'a': 0.520929843626041, 'e': 0.8342087276106706}",25,15,-39.6104285394836,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
651,False,"{'a': 0.5206915078065899, 'e': 0.8337120858870376}",20,0,-143.26673640477662,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
652,False,"{'a': 0.5204528387445916, 'e': 0.8332147688566606}",20,0,-79.90886452489396,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
653,False,"{'a': 0.5202138365927942, 'e': 0.8327167769223663}",25,0,-112.91725661537694,"{0: 12, 1: 3, 2: 9, 3: 1, 4: 0}",0
654,False,"{'a': 0.5199745015041591, 'e': 0.8322181104875285}",20,0,-74.34099129445865,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
655,False,"{'a': 0.5197348336318609, 'e': 0.8317187699560664}",20,0,-148.14470498884424,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
656,False,"{'a': 0.5194948331292868, 'e': 0.8312187557324463}",30,0,-220.7711082994423,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 5}",0
657,False,"{'a': 0.5192545001500374, 'e': 0.8307180682216795}",20,0,-89.08415181122287,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
658,False,"{'a': 0.5190138348479254, 'e': 0.8302167078293228}",20,0,-15.127680912954526,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
659,False,"{'a': 0.518772837376977, 'e': 0.8297146749614781}",30,18,18.148300618180613,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.5185315078914303, 'e': 0.8292119700247922}",25,0,-136.9331542321663,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
661,False,"{'a': 0.5182898465457363, 'e': 0.8287085934264558}",20,8,-14.140914288698351,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
662,False,"{'a': 0.5180478534945582, 'e': 0.828204545574204}",20,0,-52.07273166335991,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
663,False,"{'a': 0.5178055288927714, 'e': 0.8276998268763156}",20,0,-108.63575999916911,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
664,False,"{'a': 0.517562872895464, 'e': 0.8271944377416127}",25,5,-82.06118433758479,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
665,False,"{'a': 0.5173198856579355, 'e': 0.8266883785794605}",35,0,-143.74399606286843,"{0: 21, 1: 2, 2: 10, 3: 1, 4: 1}",0
666,False,"{'a': 0.5170765673356978, 'e': 0.8261816497997668}",25,0,-147.50047268284754,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
667,False,"{'a': 0.5168329180844747, 'e': 0.825674251812982}",25,0,-64.75554438540513,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
668,False,"{'a': 0.5165889380602018, 'e': 0.8251661850300983}",20,0,-57.040574413725196,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
669,False,"{'a': 0.516344627419026, 'e': 0.8246574498626499}",20,0,-80.67111218153578,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
670,False,"{'a': 0.5160999863173064, 'e': 0.8241480467227121}",25,0,-107.0767045512754,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
671,False,"{'a': 0.515855014911613, 'e': 0.8236379760229016}",25,0,-118.81362171614512,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
672,False,"{'a': 0.5156097133587277, 'e': 0.8231272381763756}",25,0,-96.45114810406004,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
673,False,"{'a': 0.5153640818156435, 'e': 0.8226158335968315}",25,0,-54.77748340754782,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
674,False,"{'a': 0.5151181204395646, 'e': 0.8221037626985073}",20,0,-122.49348740312179,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
675,False,"{'a': 0.5148718293879062, 'e': 0.8215910258961803}",20,0,-133.35254614617446,"{0: 11, 1: 6, 2: 0, 3: 0, 4: 3}",0
676,False,"{'a': 0.5146252088182944, 'e': 0.8210776236051672}",20,0,-108.99466803675075,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
677,False,"{'a': 0.5143782588885667, 'e': 0.8205635562413238}",20,0,-42.08167258781807,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
678,False,"{'a': 0.5141309797567708, 'e': 0.8200488242210447}",25,0,-140.64506324178004,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
679,False,"{'a': 0.5138833715811654, 'e': 0.8195334279612629}",30,0,-25.46707700154994,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
680,False,"{'a': 0.5136354345202198, 'e': 0.8190173678794493}",25,0,-93.8369596486751,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
681,False,"{'a': 0.5133871687326135, 'e': 0.8185006443936125}",25,0,-76.27161922890357,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
682,False,"{'a': 0.5131385743772368, 'e': 0.8179832579222983}",20,0,-86.18911413990386,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
683,False,"{'a': 0.51288965161319, 'e': 0.8174652088845901}",20,0,-80.61384451636036,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
684,False,"{'a': 0.5126404005997837, 'e': 0.8169464977001073}",20,0,-65.57080778160676,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
685,False,"{'a': 0.5123908214965385, 'e': 0.816427124789006}",20,0,-146.954016198779,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
686,False,"{'a': 0.512140914463185, 'e': 0.8159070905719784}",20,0,-65.05107952258422,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
687,False,"{'a': 0.5118906796596637, 'e': 0.815386395470252}",20,0,-162.98887094670144,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
688,False,"{'a': 0.511640117246125, 'e': 0.8148650399055899}",30,20,2.5424893001747537,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.5113892273829288, 'e': 0.8143430243002899}",25,0,-127.39094530391313,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
690,False,"{'a': 0.5111380102306443, 'e': 0.8138203490771848}",20,10,-34.91916464252932,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
691,False,"{'a': 0.5108864659500508, 'e': 0.8132970146596414}",25,0,-59.73490339939957,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
692,False,"{'a': 0.5106345947021366, 'e': 0.8127730214715606}",25,0,-103.89347507361421,"{0: 13, 1: 2, 2: 9, 3: 1, 4: 0}",0
693,False,"{'a': 0.5103823966480991, 'e': 0.8122483699373769}",25,0,-126.97158658977392,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
694,False,"{'a': 0.5101298719493452, 'e': 0.8117230604820579}",25,10,-30.926454446826654,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
695,False,"{'a': 0.5098770207674908, 'e': 0.8111970935311044}",20,0,-47.23082295888382,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
696,False,"{'a': 0.5096238432643604, 'e': 0.8106704695105494}",20,11,-68.81365486380815,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 2}",1
697,False,"{'a': 0.5093703396019877, 'e': 0.8101431888469585}",25,16,-61.46308626110992,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 1}",1
698,False,"{'a': 0.509116509942615, 'e': 0.8096152519674288}",20,0,-47.04596372504473,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
699,False,"{'a': 0.5088623544486934, 'e': 0.8090866592995893}",35,13,-160.49881282713358,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 2}",1
700,False,"{'a': 0.5086078732828823, 'e': 0.8085574112716001}",30,0,-114.36173291354781,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
701,False,"{'a': 0.5083530666080497, 'e': 0.8080275083121519}",20,0,-76.6364519813902,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
702,False,"{'a': 0.5080979345872717, 'e': 0.8074969508504661}",25,4,-37.855841361266876,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
703,False,"{'a': 0.507842477383833, 'e': 0.8069657393162943}",35,0,-98.53450738249175,"{0: 22, 1: 3, 2: 9, 3: 1, 4: 0}",0
704,False,"{'a': 0.507586695161226, 'e': 0.8064338741399179}",20,0,-72.7682158648312,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
705,False,"{'a': 0.5073305880831516, 'e': 0.8059013557521475}",20,0,-89.75920023914408,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
706,False,"{'a': 0.507074156313518, 'e': 0.8053681845843229}",20,0,-44.625551976163365,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
707,False,"{'a': 0.5068174000164417, 'e': 0.8048343610683129}",20,0,-82.3103654070222,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
708,False,"{'a': 0.5065603193562468, 'e': 0.8042998856365143}",20,0,-118.149290281481,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
709,False,"{'a': 0.5063029144974647, 'e': 0.8037647587218525}",30,13,-12.131636104662055,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 0}",1
710,False,"{'a': 0.5060451856048346, 'e': 0.8032289807577799}",30,0,-38.625321105044705,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
711,False,"{'a': 0.505787132843303, 'e': 0.802692552178277}",30,12,-62.18493049048138,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
712,False,"{'a': 0.5055287563780236, 'e': 0.8021554734178505}",20,0,-112.40490378996084,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
713,False,"{'a': 0.5052700563743575, 'e': 0.8016177449115345}",25,13,-5.471513051318521,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
714,False,"{'a': 0.5050110329978724, 'e': 0.801079367094889}",20,0,-34.51279815786105,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
715,False,"{'a': 0.5047516864143435, 'e': 0.8005403404039999}",20,14,-2.948167877841259,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.5044920167897525, 'e': 0.8000006652754789}",20,0,-0.4289001194214547,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
717,False,"{'a': 0.504232024290288, 'e': 0.7994603421464627}",25,0,-112.02926565002429,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
718,False,"{'a': 0.5039717090823452, 'e': 0.7989193714546131}",20,13,-57.88564025462931,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 1}",1
719,False,"{'a': 0.5037110713325258, 'e': 0.7983777536381162}",25,12,-50.55979286264781,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
720,False,"{'a': 0.5034501112076379, 'e': 0.7978354891356827}",20,14,-20.467541706441402,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
721,False,"{'a': 0.503188828874696, 'e': 0.7972925783865464}",25,0,-82.3068542510498,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
722,False,"{'a': 0.5029272245009209, 'e': 0.7967490218304654}",30,0,-77.08489273975195,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
723,False,"{'a': 0.5026652982537391, 'e': 0.7962048199077202}",20,0,0.014662014646368071,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
724,False,"{'a': 0.5024030503007836, 'e': 0.7956599730591144}",20,0,-17.04288749158247,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
725,False,"{'a': 0.5021404808098932, 'e': 0.795114481725974}",25,0,-69.49106958943707,"{0: 20, 1: 2, 2: 0, 3: 2, 4: 1}",0
726,False,"{'a': 0.5018775899491121, 'e': 0.7945683463501467}",35,2,-116.38588851175419,"{0: 22, 1: 4, 2: 3, 3: 3, 4: 1}",1
727,False,"{'a': 0.5016143778866906, 'e': 0.7940215673740024}",20,6,-57.18917697202834,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
728,False,"{'a': 0.5013508447910844, 'e': 0.793474145240432}",25,0,-127.64798369874777,"{0: 16, 1: 5, 2: 1, 3: 0, 4: 3}",0
729,False,"{'a': 0.5010869908309546, 'e': 0.7929260803928473}",25,4,-50.890934441333904,"{0: 16, 1: 0, 2: 3, 3: 2, 4: 0}",1
730,False,"{'a': 0.5008228161751679, 'e': 0.7923773732751808}",20,4,-27.552529821970566,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 0}",1
731,False,"{'a': 0.5005583209927958, 'e': 0.7918280243318853}",20,0,-84.15365649509837,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
732,False,"{'a': 0.5002935054531155, 'e': 0.7912780340079334}",25,0,-50.77174402234547,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
733,False,"{'a': 0.5000283697256086, 'e': 0.7907274027488171}",35,0,-155.33847805185263,"{0: 24, 1: 1, 2: 6, 3: 2, 4: 2}",0
734,False,"{'a': 0.49976291397996214, 'e': 0.790176131000548}",20,0,-133.67249227026036,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
735,False,"{'a': 0.4994971383860679, 'e': 0.7896242192096559}",35,3,-105.5894536304132,"{0: 22, 1: 2, 2: 6, 3: 1, 4: 1}",1
736,False,"{'a': 0.4992310431140221, 'e': 0.7890716678231894}",30,0,-88.7842044644045,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
737,False,"{'a': 0.4989646283341258, 'e': 0.788518477288715}",25,0,-118.64055840893228,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
738,False,"{'a': 0.4986978942168843, 'e': 0.7879646480543172}",20,0,-94.35441569999803,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
739,False,"{'a': 0.49843084093300766, 'e': 0.7874101805685976}",20,9,-67.74239048474938,"{0: 6, 1: 3, 2: 0, 3: 1, 4: 1}",1
740,False,"{'a': 0.4981634686534097, 'e': 0.7868550752806748}",25,10,-68.41833701911723,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
741,False,"{'a': 0.4978957775492089, 'e': 0.786299332640184}",20,0,-39.725444642196514,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
742,False,"{'a': 0.49762776779172746, 'e': 0.7857429530972768}",25,0,-101.48989074256313,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
743,False,"{'a': 0.49735943955249157, 'e': 0.7851859371026205}",20,1,-44.594743630283126,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
744,False,"{'a': 0.49709079300323133, 'e': 0.7846282851073981}",20,10,10.605683187525077,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
745,False,"{'a': 0.49682182831588056, 'e': 0.7840699975633076}",35,0,-199.93389007982677,"{0: 20, 1: 5, 2: 6, 3: 1, 4: 3}",0
746,False,"{'a': 0.4965525456625767, 'e': 0.783511074922562}",20,0,-134.55619547941524,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
747,False,"{'a': 0.4962829452156605, 'e': 0.7829515176378886}",25,0,-85.15150403181543,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",1
748,False,"{'a': 0.4960130271476763, 'e': 0.7823913261625286}",30,0,-59.42904552103889,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
749,False,"{'a': 0.4957427916313716, 'e': 0.7818305009502373}",20,8,-1.5391968105087876,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
750,False,"{'a': 0.49547223883969727, 'e': 0.781269042455283}",20,0,-13.61923712957789,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
751,False,"{'a': 0.49520136894580696, 'e': 0.7807069511324469}",30,15,-37.679317163308426,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
752,False,"{'a': 0.4949301821230574, 'e': 0.7801442274370232}",20,7,-27.056291379944135,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
753,False,"{'a': 0.4946586785450082, 'e': 0.7795808718248177}",25,0,-145.2026832854645,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
754,False,"{'a': 0.4943868583854216, 'e': 0.7790168847521489}",20,7,1.8593124437461355,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
755,False,"{'a': 0.4941147218182625, 'e': 0.7784522666758459}",25,0,-63.15335014790102,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
756,False,"{'a': 0.4938422690176984, 'e': 0.7778870180532494}",35,0,-144.58610601631577,"{0: 24, 1: 1, 2: 7, 3: 1, 4: 2}",0
757,False,"{'a': 0.4935695001580989, 'e': 0.777321139342211}",20,0,-59.499874409692225,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
758,False,"{'a': 0.4932964154140361, 'e': 0.7767546310010921}",35,19,-56.27384470975652,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
759,False,"{'a': 0.4930230149602844, 'e': 0.7761874934887646}",20,0,-34.409562138055364,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
760,False,"{'a': 0.49274929897181985, 'e': 0.7756197272646099}",25,0,-115.87803511653253,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
761,False,"{'a': 0.4924752676238208, 'e': 0.7750513327885185}",20,9,-50.90096864146154,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
762,False,"{'a': 0.49220092109166735, 'e': 0.7744823105208898}",30,0,-85.63911273999803,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
763,False,"{'a': 0.49192625955094116, 'e': 0.7739126609226319}",20,0,-70.44731329092127,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
764,False,"{'a': 0.49165128317742557, 'e': 0.773342384455161}",20,0,-88.08863222515473,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
765,False,"{'a': 0.4913759921471056, 'e': 0.7727714815804011}",25,0,-55.666909793557686,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
766,False,"{'a': 0.49110038663616745, 'e': 0.7721999527607832}",25,11,-77.0607136306701,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 1}",1
767,False,"{'a': 0.49082446682099856, 'e': 0.7716277984592459}",20,0,-62.53982767473107,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
768,False,"{'a': 0.4905482328781877, 'e': 0.771055019139234}",25,0,-78.04186342302712,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",0
769,False,"{'a': 0.4902716849845245, 'e': 0.7704816152646987}",25,8,-34.352998234962904,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
770,False,"{'a': 0.4899948233169996, 'e': 0.7699075873000973}",20,0,-57.77126106921214,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
771,False,"{'a': 0.48971764805280465, 'e': 0.7693329357103922}",25,0,-160.51955047977083,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 4}",0
772,False,"{'a': 0.48944015936933155, 'e': 0.7687576609610512}",20,0,-40.73129063464287,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
773,False,"{'a': 0.4891623574441732, 'e': 0.7681817635180469}",30,0,-117.93620621497445,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
774,False,"{'a': 0.48888424245512274, 'e': 0.7676052438478562}",25,0,-101.86811939473229,"{0: 19, 1: 2, 2: 0, 3: 2, 4: 2}",1
775,False,"{'a': 0.4886058145801739, 'e': 0.7670281024174599}",30,0,-127.14582822871779,"{0: 21, 1: 0, 2: 5, 3: 3, 4: 1}",0
776,False,"{'a': 0.4883270739975203, 'e': 0.7664503396943425}",20,0,-6.669463120763943,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
777,False,"{'a': 0.48804802088555604, 'e': 0.765871956146492}",25,0,-119.43407809664613,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
778,False,"{'a': 0.4877686554228751, 'e': 0.7652929522423988}",20,0,-18.905370503763468,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
779,False,"{'a': 0.4874889777882713, 'e': 0.7647133284510562}",20,9,-66.91945913063657,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 1}",1
780,False,"{'a': 0.48720898816073843, 'e': 0.7641330852419593}",25,0,-79.50451024224243,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
781,False,"{'a': 0.4869286867194697, 'e': 0.7635522230851052}",30,8,-18.757169481209935,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
782,False,"{'a': 0.4866480736438581, 'e': 0.7629707424509921}",20,0,-157.17229175954503,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
783,False,"{'a': 0.486367149113496, 'e': 0.7623886438106192}",25,0,-46.97821091926241,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
784,False,"{'a': 0.48608591330817497, 'e': 0.7618059276354867}",25,0,-128.53209002776936,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
785,False,"{'a': 0.48580436640788616, 'e': 0.7612225943975943}",25,0,-104.84735471357001,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
786,False,"{'a': 0.4855225085928193, 'e': 0.7606386445694422}",20,0,-30.050738804596428,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
787,False,"{'a': 0.48524034004336364, 'e': 0.7600540786240295}",20,0,-185.40783936267925,"{0: 6, 1: 3, 2: 8, 3: 1, 4: 2}",0
788,False,"{'a': 0.48495786094010684, 'e': 0.7594688970348548}",35,0,-107.59290236272359,"{0: 22, 1: 4, 2: 8, 3: 0, 4: 1}",0
789,False,"{'a': 0.4846750714638356, 'e': 0.7588831002759149}",30,0,-120.16439251448297,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
790,False,"{'a': 0.48439197179553517, 'e': 0.7582966888217053}",20,0,-94.70386295938377,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
791,False,"{'a': 0.4841085621163893, 'e': 0.7577096631472192}",30,0,-100.53440456136796,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
792,False,"{'a': 0.48382484260778025, 'e': 0.7571220237279473}",25,0,-101.41098830979462,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
793,False,"{'a': 0.4835408134512884, 'e': 0.7565337710398777}",25,0,-156.75154797409377,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
794,False,"{'a': 0.48325647482869244, 'e': 0.7559449055594949}",30,0,-18.096922411138106,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
795,False,"{'a': 0.48297182692196916, 'e': 0.75535542776378}",20,0,-138.34200440475678,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
796,False,"{'a': 0.48268686991329307, 'e': 0.7547653381302097}",20,0,-113.9894173066862,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
797,False,"{'a': 0.48240160398503673, 'e': 0.754174637136757}",20,0,-29.108772509756612,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
798,False,"{'a': 0.48211602931977027, 'e': 0.7535833252618894}",20,0,-0.09694372386481975,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
799,False,"{'a': 0.48183014610026154, 'e': 0.7529914029845695}",25,0,-145.43347189511468,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
800,False,"{'a': 0.4815439545094758, 'e': 0.7523988707842544}",25,0,-91.22920590052595,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
801,False,"{'a': 0.4812574547305756, 'e': 0.7518057291408949}",20,0,4.926703007263057,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
802,False,"{'a': 0.48097064694692065, 'e': 0.7512119785349362}",25,1,-83.1212950464262,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 1}",1
803,False,"{'a': 0.4806835313420682, 'e': 0.7506176194473158}",20,13,-7.774539537907987,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
804,False,"{'a': 0.48039610809977207, 'e': 0.7500226523594646}",20,0,-58.98484752236255,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
805,False,"{'a': 0.48010837740398316, 'e': 0.7494270777533062}",20,0,-132.84919007560185,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
806,False,"{'a': 0.4798203394388491, 'e': 0.7488308961112556}",25,13,2.592079349149439,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
807,False,"{'a': 0.47953199438871424, 'e': 0.7482341079162202}",25,0,-31.803094349496156,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
808,False,"{'a': 0.4792433424381192, 'e': 0.7476367136515985}",25,14,-46.050136146162316,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 0}",1
809,False,"{'a': 0.4789543837718015, 'e': 0.7470387138012793}",20,0,-100.08885709419127,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
810,False,"{'a': 0.47866511857469446, 'e': 0.7464401088496428}",25,0,-90.54654452984833,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
